11.083884	8.895309	535.845154	26.903326	29.380835	535.448975	0.836	49.920006	0	2.704	0.012125	2.832	0.002766	5.184	0.007063	82.916969	28.800001	0.575738	0.03247	0.030672	0.059246	6.092247	6.078859	26.383583	0	1	0	0	1	0	1	0	1	0	4.5	2.5	0	0	9.683849	0.036344	0	0.000816	0.01175	0	0	2.188575	61.555233
11.089918	8.900794	535.845154	26.883072	29.376307	534.912476	0.848	49.920006	0	2.72	0.012063	2.784	0.002266	5.152001	0.008688	82.979485	28.800001	0.579022	0.031925	0.031034	0.057769	6.110969	6.075857	26.434555	0	1	0	0	1	0	1	0	1	0	4.5	2.5	0	0	8.778445	0.036287	0	0.001227	0.01125	0	0	2.189124	61.358078
11.059044	8.891762	534.964539	26.889278	29.365908	533.839478	0.844	49.920006	0	2.752	0.01325	2.832	0.002469	5.12	0.008188	82.760681	28.800001	0.579863	0.032515	0.031443	0.058585	6.11075	6.128541	26.271311	0	1	0	0	1	0	1	0	1	0	4.5	2.5	0	0	7.907188	0.036294	0	0.000645	0.011813	0	0	2.167282	61.492012
11.076283	8.883163	534.083984	26.869686	29.364197	532.229858	0.848	49.920006	0	2.72	0.012313	2.816	0.002234	5.024	0.007781	82.916969	28.800001	0.571357	0.032404	0.030797	0.057728	6.07962	6.001466	26.3645	0	1	0	0	1	0	1	0	1	0	4.5	2.5	0	0	6.951319	0.036232	0	0.000262	0.011375	0	0	2.19312	61.468536
11.072425	8.896601	540.688477	26.874672	29.350046	535.448975	0.844	49.920006	0	2.72	0.012313	2.816	0.002891	4.96	0.007688	82.979485	28.700001	0.579877	0.032178	0.03092	0.057184	6.144808	6.109651	26.303194	0	1	0	0	1	0	1	0	1	0	4.5	2.5	0	0	5.944016	0.036244	0	0.000672	0.011125	0	0	2.175824	61.607773
11.069772	8.892191	539.807861	26.87841	29.347601	538.13147	0.848	49.920006	0	2.72	0.01275	2.816	0.002703	4.928001	0.008688	83.042	28.800001	0.57901	0.03229	0.031027	0.056664	6.156036	6.143037	26.317495	0	1	0	0	1	0	1	0	1	0	4.5	2.5	0	0	5.137772	0.036262	0	0.000719	0.0115	0	0	2.177581	61.260868
11.053742	8.894987	538.927246	26.864433	29.343172	535.448975	0.86	50.176006	0	2.704	0.012375	2.816	0.003375	4.96	0.00975	82.823196	28.800001	0.584763	0.03263	0.031008	0.055485	6.180048	6.105793	26.285604	0	1	0	0	1	0	1	0	1	0	4.5	2.5	0	0	4.39632	0.036207	0	0.001633	0.011875	0	0	2.158755	61.418156
11.054345	8.882518	542.889954	26.849815	29.341768	536.521973	0.848	49.920006	0	2.736	0.012375	2.832	0.002328	4.896	0.009438	82.854454	28.700001	0.578327	0.032428	0.031175	0.055516	6.139225	6.062932	26.290377	0	1	0	0	1	0	1	0	1	0	4.5	2.5	0	0	3.597726	0.036166	0	0.000688	0.012375	0	0	2.171827	61.224834
11.049045	8.893051	542.889954	26.851332	29.332027	535.448975	0.84	49.920006	0	2.736	0.01225	2.8	0.001906	4.928001	0.007969	82.729424	28.700001	0.575156	0.031884	0.030999	0.055204	6.149968	6.083908	26.354946	0	1	0	0	1	0	1	0	1	0	4.5	2.5	0	0	2.677811	0.036171	0	0.000484	0.012	0	0	2.155994	61.196274
11.038329	8.898643	543.770569	26.866138	29.326748	534.912476	0.848	49.920006	0	2.72	0.011875	2.8	0.002922	4.736	0.007406	82.823196	28.700001	0.581786	0.032439	0.031182	0.055826	6.231444	6.129933	26.290377	0	1	0	0	1	0	1	0	1	0	4.5	2.5	0	0	2.002014	0.03622	0	0.001008	0.011875	0	0	2.139686	61.191235
11.042542	8.894019	538.486938	26.895922	29.323391	531.693481	0.856	49.920006	0	2.736	0.01275	2.832	0.002453	4.736	0.007625	83.229546	28.700001	0.585124	0.032819	0.031357	0.053572	6.205817	6.13989	26.322258	0	1	0	0	1	0	1	0	1	0	4.5	2.5	0	0	1.159709	0.03632	0	0.001039	0.011063	0	0	2.148523	60.989178
11.075078	8.907249	534.964539	26.913992	29.372055	533.839478	0.852	50.176006	0	2.72	0.01275	2.832	0.002594	4.8	0.008688	82.854454	28.700001	0.587097	0.032744	0.031306	0.055325	6.154492	6.160065	26.288885	0	1	0	0	1	0	1	0	1	0	4.5	2.5	0	0	0	0.036381	0	0.001164	0.010375	0	0	2.167829	61.40839
11.08147	8.900041	535.845154	26.925205	29.382732	531.693481	0.848	49.920006	0	2.736	0.012313	2.832	0.003047	4.704	0.008938	82.698166	28.800001	0.576726	0.032349	0.031083	0.054613	6.072214	6.052244	26.40118	0	1	0	0	1	0	1	0	1	0	4.5	2.5	0	0	0	0.036431	0	0.000214	0.011563	0	0	2.181429	61.159283
